vendor,mensagem,destino,spam,total
centigen,"Monique,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,115
centigen,"Na Nextel voce fala MUITO e gasta POUCO! 10GB de Internet + ligacoes ilimitadas para todo Brasil por R$99,99 mes! Responda SIM para receber um contato AGORA!",NEXTEL,FALSE,11633
centigen,"Na Nextel voce fala MUITO e gasta POUCO! 13GB de Internet + ligacoes ilimitadas para todo Brasil por R$139,99 mes! Responda SIM para receber um contato AGORA!",NEXTEL,FALSE,12607
centigen,"Na Nextel voce fala MUITO e gasta POUCO! 5GB de Internet + ligacoes ilimitadas para todo Brasil por R$69,99 mes! Responda SIM para receber um contato AGORA!",NEXTEL,FALSE,202913
centigen,"Na Nextel voce fala MUITO e gasta POUCO! 8GB de Internet + ligacoes ilimitadas para todo Brasil por R$99,99 mes! Responda SIM para receber um contato AGORA!",NEXTEL,FALSE,578276
centigen,Na Nextel voce testa seu plano por 30 dias gratis! Nao perca essa! Basta responder SIM para receber um contato AGORA!,NEXTEL,FALSE,216471
centigen,"Na Oi vc tem banda larga de 15 Megas + Oi Play por apenas R$64,90! Responda SIM para receber um contato e conhecer mais sobre o plano!",OI,FALSE,587291
centigen,"Na OI vc tem Banda Larga de 15MB,Ligacoes ilimitadas do fixo e do movel 8 GB p/ acesso a internet, OI play, por apenas 164,90.ligue 08009425512 ou responda ok.",OI,FALSE,1115
centigen,"Na Oi voce fala MUITO e GASTA pouco! 15GB de internet + Ligacoes Ilimitadas + SMS's Ilimitadas por 99,90 ao mes! Responda SIM para receber um contato AGORA!",OI,FALSE,340383
centigen,"Na Oi voce fala MUITO e gasta POUCO! 15GB de internet + ligacoes ILIMITADAS por R$99,99/mes! Responda SIM e receba um contato AGORA!",OI,FALSE,24473
centigen,"Na Oi voce Fala MUITO e Gasta POUCO! 6GB de Internet + ligacoes ilimitadas por R$54,90 mes! Responda SIM para receber um contato AGORA!",OI,FALSE,2167
centigen,"Na Oi voce tem 15GB de internet + Ligacoes e SMS Ilimitadas por R$ 99,90 ao mes! Responda SIM para receber um contato AGORA!",OI,FALSE,124007
centigen,"Na Oi voce tem 15GB de internet + Ligacoes e SMS Ilimitadas por R$99,90 ao mes! Responda SIM para receber um contato AGOR",OI,FALSE,4676
centigen,"Na Oi voce tem 15GB de internet + Ligacoes e SMS Ilimitadas por R$99,90 ao mes! Responda SIM para receber um contato AGORA!",OI,FALSE,485939
centigen,"Na Oi voce tem banda larga + Filmes, Series, Desenhos e muito mais com Oi Play por apenas R$64,90. Responda SIM para receber um contato e saber + sobre o plano",OI,FALSE,17812
centigen,"Na Oi voce tem banda larga + Oi Play por apenas R$64,90! Responda SIM para receber um contato e conhecer + sobre o plano!",OI,FALSE,3677
centigen,"Na Oi voce tem banda larga de 15 Megas + Oi Play por apenas R$64,90! Responda SIM para receber um contato e conhecer mais sobre o plano!",OI,FALSE,200284
centigen,"Na Oi voce tem ligacoes ILIMITADAS e mais 6GB de internet por apenas R$84,90! Responda SIM para receber um contato!",OI,FALSE,28758
centigen,"Natalia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,430
centigen,"Nathalia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,176
centigen,"Nayara,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,167
centigen,"Neide,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,157
centigen,"Nelson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,280
zootude,"NESSA TERCA E QUARTA TEM MEGA FEIRAO DA FABRICA NA EDMIL DE CARMO DO RIO CLARO! CONJUNTO ESTOFADO A 699,00 E TRAVESSEIROS POR APENAS 7,00! ESTOQUE LIMITADO!",NA,FALSE,3000
centigen,"Neusa,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,176
centigen,"Neuza,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,143
centigen,"Nilson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,172
centigen,"Nilton,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,180
centigen,"Nilza,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,113
centigen,"Nivaldo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,126
difize,Novidade no Sicoob Agrocredi: Novo plano corporativo TIM ILIMITADO + APARELHO EM COMODATO. Fale para todo o Brasil. Consulte aparelhos e condicoes promocionais.,TIM,FALSE,1388
centigen,"Odair,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,109
difize,"OFERTA CLARO TV 235 CANAIS HD,INTERNET ILIMITADA,CHIP GRATUITO C/ WHATSAPP ILIMITADO,A40 MIL FILMES E SERIES E COPA DO MUNDO NO NOW AALIGUE GRATIS 0800 (1/2)",CLARO,FALSE,275
centigen,"Oferta CLARO! Planos de voz ilimitado e internet 4GB a partir de 54,90 e  TV a partir de 49,90. Vai ficar fora dessa? Ligue 96 8407 3249 / 984073250 / 984072361",CLARO,FALSE,215
centigen,"OFERTA CLARO! Planos de voz ilimitado e internet 4GB a partir de 54,90 e TV a partir de 49,90. Vai ficar fora dessa?  Ligue 96-98407324 / 984073250 / 984072361",CLARO,FALSE,293
centigen,"Oferta CLARO! Planos de voz ilimitado e internet 4GB a partir de 54,90 e TV a partir de 49,90. Vai ficar fora dessa? Ligue 96 984073249 / 984073250 / 984072361",CLARO,FALSE,508
centigen,"OFERTA DA OI NA SUA REGIAO: Internet 15 Mega + Oi Wi-Fi dentro e fora de casa por 119,90! Acesse compreoi.com.br/oferta-oi-internet e conheca os planos!",OI,FALSE,454
centigen,"Oferta Exclusiva para Cliente Oi: TV com 160 canais +Ponto Extra +Oi Play por apenas 99,90! Acesse agora compreoi.com.br/oferta-oi-tv e peca um contato gratis!",OI,FALSE,5024
centigen,"OFERTA INTERNET DA OI: 15 Mega com Wi-fi gratis por 119,90! ACESSE agora compreoi.com.br/oferta-oi-internet. Valido so ate amanha",OI,FALSE,6603
centigen,"OFERTA TIM BLACK EMPRESAS! Ligacoes Ilimitada+6GB por RS49,90 ou 10GB RS79,90. Fale com o Consultor http://api.whatsapp.com/send?1=pt_BR&phone=5511993507145",TIM,FALSE,115
difize,Oi ADILSON! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,102
difize,Oi ADRIANO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,165
difize,Oi ADRIANO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,109
difize,Oi ALEX! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,110
difize,Oi ALEXANDRE! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,166
difize,Oi ALEXANDRE! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,157
quasiyo,"OI ANA, SOU A BIA DA CETELEM. TENHO UMA OFERTA ESPECIAL PARA VOCE. RESPONDA ESTE SMS GRATIS E EVITE A NEGATIVACAO DO SEU NOME.",NA,FALSE,286
quasiyo,"Oi ANA, sou a Bia da Cetelem. Tenho uma oferta especial para voce. Responda este sms gratis e evite a negativacao do seu nome.",NA,FALSE,162
difize,Oi ANA! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,157
difize,Oi ANDERSON! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,209
difize,Oi Anderson! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,110
difize,Oi ANDERSON! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,124
difize,Oi ANDRE! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,206
difize,Oi Andre! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,121
difize,Oi ANDRE! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,165
quasiyo,"OI ANTONIO, SOU A BIA DA CETELEM. TENHO UMA OFERTA ESPECIAL PARA VOCE. RESPONDA ESTE SMS GRATIS E EVITE A NEGATIVACAO DO SEU NOME.",NA,FALSE,182
quasiyo,"Oi ANTONIO, sou a Bia da Cetelem. Tenho uma oferta especial para voce. Responda este sms gratis e evite a negativacao do seu nome.",NA,FALSE,102
difize,Oi ANTONIO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,665
difize,Oi Antonio! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,363
difize,"Oi ANTONIO! Mes de VERAO no POSTO SALINAS VIP tem promocao! Abasteca e ganhe pontos em DOBRO! Oferta valida ate 31/07! Abasteca, pontue e troque!",NA,FALSE,120
difize,Oi Antonio! Oferta exclusiva POSTO IGUACU! Abasteca gasolina comum e pontue no seu CACIQUE FIDELIDADE e ganhe o DOBRO de pontos! Valido ate 27/04/!,NA,FALSE,122
difize,Oi ANTONIO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,369
zootude,"Oi aqui na Ponto 50 voce e cliente especial, venha conferir nossas ofertas e atualize seu Crediario. Esperamos voce !!!",NA,FALSE,122
centigen,"Oi aqui na Ponto 50 voce e cliente especial, venha conferir nossas ofertas e atualize seu Crediario. Esperamos voce !!!",NA,FALSE,176
zootude,"Oi bom dia vc ja conhece os novos planos em Fibra optica da PlanetaNet ligue 3434 2601 e conheA a essa tecnologia fantastica, obrigado.",NA,FALSE,377
difize,Oi BRUNO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,145
difize,Oi BRUNO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,200
quasiyo,"Oi CARLOS, sou a Bia da Cetelem. Tenho uma oferta especial para voce. Responda este sms gratis e evite a negativacao do seu nome.",NA,FALSE,107
difize,Oi CARLOS! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,468
difize,Oi Carlos! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,280
difize,Oi CARLOS! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,399
difize,Oi CLAUDIO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,177
difize,Oi CLAUDIO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,111
difize,Oi CRISTIANO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,116
difize,Oi DANIEL! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,225
difize,Oi Daniel! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,129
difize,Oi DANIEL! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,247
difize,Oi DIEGO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,139
difize,Oi DOUGLAS! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,111
difize,Oi EDSON! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,207
difize,Oi Edson! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,109
difize,Oi EDSON! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,122
difize,Oi EDUARDO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,160
difize,Oi EDUARDO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,179
difize,Oi EMERSON! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,103
superible,"OI EMPRESAS:A OI esta com oferta imperdivel, fale ilimitado p/ qualquer operadora do Brasil, 3 GB por apenas 49,90 ligue 0800 942 5512, ou responda OK ",OI,FALSE,332
superible,"OI EMPRESAS:A OI esta com oferta imperdivel, fale ilimitado p/ qualquer operadora do Brasil, 3 GB por apenas 49,90 ligue 0800 942 5512. Ou Responda OK",OI,FALSE,1571
superible,"OI EMPRESAS:A OI esta com oferta imperdivel, fale ilimitado p/ qualquer operadora do Brasil, 3GB por apenas 49,90 ligue 0800 942 5512, ou responda OK.",OI,FALSE,424
superible,"OI EMPRESAS:A OI esta com uma oferta imperdivel, fale ilimitado p/ qualquer operadora do Brasil, 3 GB por apenas 49,90 ligue 0800 942 5512 ou dig. OK.",OI,FALSE,338
superible,"OI EMPRESAS:A OI tem uma oferta imperdivel, ligacoes ilimitadas p/ qualquer operadora do Brasil, 1 GB apenas 38,90 ligue 0800 942 5512. Ou responda ok.",OI,FALSE,2066
superible,"OI EMPRESAS:A OI tem uma oferta imperdivel, ligacoes ilimitadas p/ qualquer operadora do Brasil, 1 GB por apenas 38,90 ligue 0800 942 5512. Ou responda OK.",OI,FALSE,710
superible,"OI EMPRESAS:OI EMPRESAS:OLA, A OI TEM UMA OFERTA ESPECIAL DE FIXO E VELOX PARA A SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONDA OK QUE ENTRAREMOS EM CONTATO.",OI,FALSE,6815
superible,"OI EMPRESAS:OLA, A OI TEM UMA OFERTA ESPECIAL DE FIXO E VELOX PARA  SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONSA OK QUE JA ENTRAREMOS EM CONTATO.",OI,FALSE,1127
superible,"OI EMPRESAS:OLA, A OI TEM UMA OFERTA ESPECIAL DE FIXO E VELOX PARA A SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONDA OK QUE ENTRAREMOS EM CONTATO.",OI,FALSE,17631
superible,"OI EMPRESAS:OLA, A OI TEM UMA OFERTA ESPECIAL DE FIXO E VELOX PARA A SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONSA OK QUE ENTRAREMOS EM CONTATO.",OI,FALSE,8176
superible,"OI EMPRESAS:OLA, A OI TEM UMA OFERTA ESPECIAL DE FIXO E VELOX PARA A SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONSA OK QUE JA ENTRAREMOS EM CONTATO.",OI,FALSE,6359
superible,"OI EMPRESAS:OLA, A OI TEM UMA OFERTA IMPERDIVEL DE FIXO E VELOX PARA A SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONSA OK QUE ENTRAREMOS EM CONTATO.",OI,FALSE,1811
zootude,"Oi estou retornando a ligacao, espero voce ligue agora. Tel: 3160-6565",NA,FALSE,1935
zootude,"Oi estou retornando sua ligacao, me ligue. Tel: (11) 3160-6565",NA,FALSE,476
difize,Oi FABIO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,252
difize,Oi Fabio! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,130
difize,Oi FABIO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,194
difize,Oi FERNANDO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,215
difize,Oi Fernando! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,131
difize,Oi FERNANDO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,215
difize,Oi FLAVIO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,157
difize,Oi FLAVIO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,104
quasiyo,"OI FRANCISCO, SOU A BIA DA CETELEM. TENHO UMA OFERTA ESPECIAL PARA VOCE. RESPONDA ESTE SMS GRATIS E EVITE A NEGATIVACAO DO SEU NOME.",NA,FALSE,107
difize,Oi FRANCISCO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,239
difize,Oi Francisco! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,145
difize,Oi Francisco! Oferta especial nos POSTOS PINHEIRO BORGES! Em seu proximo abastecimento ganhe o DOBRO de pontos no nosso CLUBE DE PREMIOS! Valido ate 31/05!,NA,FALSE,174
difize,Oi Francisco! Oferta exclusiva POSTO IGUACU! Abasteca gasolina comum e pontue no seu CACIQUE FIDELIDADE e ganhe o DOBRO de pontos! Valido ate 27/04/!,NA,FALSE,182
difize,Oi FRANCISCO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,128
difize,Oi GABRIEL! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,102
difize,Oi GERALDO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,249
difize,Oi Geraldo! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,146
difize,Oi GERALDO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,212
difize,Oi GILBERTO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,154
difize,Oi GUILHERME! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,144
difize,Oi GUSTAVO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,111
quasiyo,"OI JOAO, SOU A BIA DA CETELEM. TENHO UMA OFERTA ESPECIAL PARA VOCE. RESPONDA ESTE SMS GRATIS E EVITE A NEGATIVACAO DO SEU NOME.",NA,FALSE,142
quasiyo,"Oi JOAO, sou a Bia da Cetelem. Tenho uma oferta especial para voce. Responda este sms gratis e evite a negativacao do seu nome.",NA,FALSE,125
difize,Oi JOAO! Abasteca e pontue com o seu cartao fidelidade ALPA CARD e ganhe o DOBRO de pontos somente em sua proxima compra! Oferta valida por 30 dias.,NA,FALSE,124
difize,Oi JOAO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,597
difize,Oi Joao! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,365
difize,Oi Joao! Oferta especial nos POSTOS PINHEIRO BORGES! Em seu proximo abastecimento ganhe o DOBRO de pontos no nosso CLUBE DE PREMIOS! Valido ate 31/05!,NA,FALSE,145
difize,Oi JOAO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,547
quasiyo,"OI JOSE, SOU A BIA DA CETELEM. TENHO UMA OFERTA ESPECIAL PARA VOCE. RESPONDA ESTE SMS GRATIS E EVITE A NEGATIVACAO DO SEU NOME.",NA,FALSE,330
quasiyo,"Oi JOSE, sou a Bia da Cetelem. Tenho uma oferta especial para voce. Responda este sms gratis e evite a negativacao do seu nome.",NA,FALSE,241
difize,Oi JOSE! Abasteca e pontue com o seu cartao fidelidade ALPA CARD e ganhe o DOBRO de pontos somente em sua proxima compra! Oferta valida por 30 dias.,NA,FALSE,231
difize,Oi JOSE! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,1668
difize,Oi Jose! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,1040
difize,"Oi JOSE! Mes de VERAO no POSTO SALINAS VIP tem promocao! Abasteca e ganhe pontos em DOBRO! Oferta valida ate 31/07! Abasteca, pontue e troque!",NA,FALSE,215
difize,Oi Jose! Oferta especial nos POSTOS PINHEIRO BORGES! Em seu proximo abastecimento ganhe o DOBRO de pontos no nosso CLUBE DE PREMIOS! Valido ate 31/05!,NA,FALSE,324
difize,Oi Jose! Oferta exclusiva POSTO IGUACU! Abasteca gasolina comum e pontue no seu CACIQUE FIDELIDADE e ganhe o DOBRO de pontos! Valido ate 27/04/!,NA,FALSE,163
difize,"Oi JOSE! Posto Helsid com mais oferta para voce nesta SEXTA (15/06)! Gasolina R$ 4,299 e Etanol a R$ 2,759! Abasteca, pontue e troque por premios!",NA,FALSE,162
difize,Oi JOSE! Preparamos uma oferta especial para voce! Abasteca e pontue na REDE INCONFIDENTES e ganhe o DOBRO de pontos em sua proxima compra! Aproveite!,NA,FALSE,161
difize,Oi JOSE! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,1077
difize,Oi JULIO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,155
difize,Oi JULIO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,138
difize,Oi LEANDRO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,240
difize,Oi Leandro! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,146
difize,Oi LEANDRO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,198
difize,Oi LEONARDO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,103
difize,Oi LEONARDO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,154
difize,Oi LUCAS! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,140
difize,Oi LUCAS! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,225
